Date/Time, GC-hostname:port, CPU-hostname:port, Used JVM Mem-hostname:port, Total JVM Mem-hostname:port, Init JVM Mem-hostname:port, Committed JVM Mem-hostname:port, Loaded Class Count-hostname:port, JVM Process CPU Time-hostname:port, JVM Process Cpu Load-hostname:port, System CPU Load-hostname:port, Free Physical Memory Size-hostname:port, Total Physical Memory Size-hostname:port, System Load Average-hostname:port, Total Swap Space Size-hostname:port, Committed Virtual Memory Size-hostname:port, Current Queue Size-hostname:port, Max Queue Size-hostname:port, Uptime-hostname:port,
2018-03-18 23:36:17, 0.0, 0, 314433528, 534511616, 134217728, 534511616, 6045, 4894460000000, 0.00, 0.00, 184553472, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269180166,
2018-03-18 23:37:17, 0.0, 0, 315195312, 534511616, 134217728, 534511616, 6045, 4894620000000, 0.00, 0.00, 184541184, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269240165,
2018-03-18 23:38:17, 0.0, 0, 316052408, 534511616, 134217728, 534511616, 6045, 4894810000000, 0.00, 0.00, 185036800, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269300164,
2018-03-18 23:39:17, 0.0, 0, 317198904, 534511616, 134217728, 534511616, 6045, 4894980000000, 0.00, 0.00, 184532992, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269360164,
2018-03-18 23:40:17, 0.0, 0, 318192816, 534511616, 134217728, 534511616, 6045, 4895160000000, 0.00, 0.00, 184414208, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269420165,
2018-03-18 23:41:17, 0.0, 0, 319340256, 534511616, 134217728, 534511616, 6045, 4895350000000, 0.00, 0.00, 184414208, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269480167,
2018-03-18 23:42:17, 0.0, 0, 320253184, 534511616, 134217728, 534511616, 6045, 4895470000000, 0.00, 0.00, 183906304, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269540165,
2018-03-18 23:43:17, 0.0, 0, 321167976, 534511616, 134217728, 534511616, 6045, 4895610000000, 0.00, 0.00, 184160256, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269600165,
2018-03-18 23:44:17, 0.0, 0, 322234016, 534511616, 134217728, 534511616, 6045, 4895820000000, 0.00, 0.00, 184160256, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269660167,
2018-03-18 23:45:17, 0.0, 0, 323361048, 534511616, 134217728, 534511616, 6045, 4895970000000, 0.00, 0.00, 184033280, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269720165,
2018-03-18 23:46:17, 0.0, 0, 324157424, 534511616, 134217728, 534511616, 6045, 4896170000000, 0.00, 0.00, 183652352, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269780163,
2018-03-18 23:47:17, 0.0, 0, 325206272, 534511616, 134217728, 534511616, 6045, 4896360000000, 0.00, 0.00, 183525376, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269840166,
2018-03-18 23:48:17, 0.0, 0, 326397640, 534511616, 134217728, 534511616, 6045, 4896510000000, 0.00, 0.00, 183881728, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269900166,
2018-03-18 23:49:17, 0.0, 0, 327319904, 534511616, 134217728, 534511616, 6045, 4896650000000, 0.00, 0.00, 183779328, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 269960165,
2018-03-18 23:50:17, 0.0, 0, 328452696, 534511616, 134217728, 534511616, 6045, 4896820000000, 0.00, 0.00, 184238080, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 270020165,
2018-03-18 23:51:17, 0.0, 0, 329354464, 534511616, 134217728, 534511616, 6045, 4896960000000, 0.00, 0.00, 178778112, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 270080164,
2018-03-18 23:52:17, 0.0, 0, 330297496, 534511616, 134217728, 534511616, 6045, 4897120000000, 0.00, 0.00, 176603136, 16725889024, 0.06, 8724148224, 3079143424, 0, 1, 270140164,
2018-03-18 23:53:17, 0.0, 0, 331412680, 534511616, 134217728, 534511616, 6045, 4897320000000, 0.00, 0.00, 174989312, 16725889024, 0.02, 8724148224, 3079143424, 0, 1, 270200164,
2018-03-18 23:54:17, 0.0, 0, 332361624, 534511616, 134217728, 534511616, 6045, 4897480000000, 0.00, 0.00, 175960064, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 270260164,
2018-03-18 23:55:17, 0.0, 0, 333324352, 534511616, 134217728, 534511616, 6045, 4897660000000, 0.00, 0.00, 175779840, 16725889024, 0.07, 8724148224, 3079143424, 0, 1, 270320164,
2018-03-18 23:56:17, 0.0, 0, 334257056, 534511616, 134217728, 534511616, 6045, 4897820000000, 0.00, 0.00, 176009216, 16725889024, 0.02, 8724148224, 3079143424, 0, 1, 270380165,
2018-03-18 23:57:17, 0.0, 0, 335312112, 534511616, 134217728, 534511616, 6045, 4897970000000, 0.00, 0.00, 175779840, 16725889024, 0.01, 8724148224, 3079143424, 0, 1, 270440165,
2018-03-18 23:58:17, 1.3, 1, 276003728, 534642688, 134217728, 534642688, 6034, 4901120000000, 0.01, 0.01, 175730688, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 270500181,
2018-03-18 23:59:17, 0.0, 0, 277188336, 534642688, 134217728, 534642688, 6040, 4901270000000, 0.00, 0.00, 175161344, 16725889024, 0.00, 8724148224, 3079143424, 0, 1, 270560166,
