Date/Time, GC-hostname:port, CPU-hostname:port, Used JVM Mem-hostname:port, Total JVM Mem-hostname:port, Init JVM Mem-hostname:port, Committed JVM Mem-hostname:port, Loaded Class Count-hostname:port, JVM Process CPU Time-hostname:port, JVM Process Cpu Load-hostname:port, System CPU Load-hostname:port, Free Physical Memory Size-hostname:port, Total Physical Memory Size-hostname:port, System Load Average-hostname:port, Total Swap Space Size-hostname:port, Committed Virtual Memory Size-hostname:port, Current Thread Count-hostname:port, Current Threads Busy-hostname:port, Max Threads-hostname:port, Active Sessions-hostname:port, Uptime-hostname:port,
2018-03-21 00:00:40, 0.0, 0, 518600344, 954466304, 261342016, 582680576, 4393, 1866970000000, 0.01, 0.15, 197476352, 16725889024, 0.36, 8724148224, 3576426496, 10, 2, 200, 96, 37112760,
2018-03-21 00:01:40, 0.0, 0, 395915704, 954466304, 261342016, 583073792, 4393, 1868580000000, 0.01, 0.16, 199680000, 16725889024, 0.30, 8724148224, 3576426496, 10, 2, 200, 96, 37172761,
2018-03-21 00:02:40, 0.0, 0, 289935160, 954466304, 261342016, 584318976, 4393, 1870120000000, 0.01, 0.16, 202379264, 16725889024, 0.17, 8724148224, 3576426496, 10, 2, 200, 96, 37232756,
2018-03-21 00:03:40, 0.0, 0, 483153656, 954466304, 261342016, 584318976, 4393, 1871630000000, 0.01, 0.18, 174477312, 16725889024, 0.27, 8724148224, 3576426496, 10, 2, 200, 96, 37292758,
2018-03-21 00:04:40, 0.0, 0, 356852168, 954466304, 261342016, 584712192, 4393, 1873260000000, 0.01, 0.16, 210165760, 16725889024, 0.32, 8724148224, 3576426496, 10, 2, 200, 96, 37352762,
2018-03-21 00:05:40, 0.0, 0, 241978272, 954466304, 261342016, 585039872, 4393, 1874820000000, 0.01, 0.17, 198045696, 16725889024, 0.24, 8724148224, 3576426496, 10, 2, 200, 96, 37412759,
2018-03-21 00:06:40, 0.0, 0, 444973608, 954466304, 261342016, 585039872, 4393, 1876390000000, 0.01, 0.15, 202539008, 16725889024, 0.27, 8724148224, 3576426496, 10, 2, 200, 96, 37472758,
2018-03-21 00:07:40, 0.0, 0, 330866952, 954466304, 261342016, 570687488, 4393, 1878020000000, 0.01, 0.16, 207110144, 16725889024, 0.14, 8724148224, 3576426496, 10, 2, 200, 96, 37532757,
2018-03-21 00:08:40, 0.0, 0, 532128272, 954466304, 261342016, 570687488, 4393, 1879520000000, 0.01, 0.16, 179675136, 16725889024, 0.19, 8724148224, 3576426496, 10, 2, 200, 96, 37592756,
2018-03-21 00:09:40, 0.0, 0, 409167976, 954466304, 261342016, 585039872, 4393, 1881060000000, 0.01, 0.16, 233791488, 16725889024, 0.15, 8724148224, 3576426496, 10, 2, 200, 96, 37652758,
2018-03-21 00:10:40, 0.0, 0, 288387464, 954466304, 261342016, 584843264, 4393, 1882620000000, 0.01, 0.16, 191578112, 16725889024, 0.33, 8724148224, 3576426496, 10, 2, 200, 96, 37712757,
2018-03-21 00:11:40, 0.0, 0, 490478904, 954466304, 261342016, 584843264, 4393, 1884130000000, 0.01, 0.16, 241684480, 16725889024, 0.31, 8724148224, 3576426496, 10, 2, 200, 96, 37772757,
2018-03-21 00:12:40, 0.0, 0, 357805080, 954466304, 261342016, 583991296, 4393, 1885660000000, 0.01, 0.16, 214364160, 16725889024, 0.20, 8724148224, 3576426496, 10, 2, 200, 96, 37832759,
2018-03-21 00:13:40, 0.0, 0, 251403160, 954466304, 261342016, 571211776, 4393, 1887250000000, 0.01, 0.16, 207568896, 16725889024, 0.22, 8724148224, 3576426496, 10, 2, 200, 96, 37892761,
2018-03-21 00:14:40, 0.0, 0, 454783552, 954466304, 261342016, 571211776, 4393, 1888770000000, 0.01, 0.18, 224743424, 16725889024, 0.31, 8724148224, 3576426496, 10, 2, 200, 96, 37952769,
2018-03-21 00:15:40, 0.0, 0, 331871576, 954466304, 261342016, 583008256, 4393, 1890290000000, 0.01, 0.16, 235130880, 16725889024, 0.38, 8724148224, 3576426496, 10, 2, 200, 96, 38012758,
2018-03-21 00:16:40, 0.0, 0, 520153048, 954466304, 261342016, 583008256, 4393, 1891760000000, 0.01, 0.16, 241782784, 16725889024, 0.45, 8724148224, 3576426496, 10, 2, 200, 96, 38072760,
2018-03-21 00:17:40, 0.0, 0, 411716056, 954466304, 261342016, 572325888, 4393, 1893360000000, 0.01, 0.15, 213807104, 16725889024, 0.41, 8724148224, 3576426496, 10, 2, 200, 96, 38132759,
2018-03-21 00:18:40, 0.0, 0, 275543368, 954466304, 261342016, 581894144, 4393, 1894870000000, 0.01, 0.16, 207925248, 16725889024, 0.15, 8724148224, 3576426496, 10, 2, 200, 96, 38192758,
2018-03-21 00:19:40, 0.0, 0, 493247568, 954466304, 261342016, 581894144, 4393, 1896490000000, 0.01, 0.17, 190349312, 16725889024, 0.45, 8724148224, 3576426496, 10, 2, 200, 96, 38252769,
2018-03-21 00:20:40, 0.0, 0, 366618448, 954466304, 261342016, 571998208, 4393, 1898020000000, 0.01, 0.16, 224837632, 16725889024, 0.24, 8724148224, 3576426496, 10, 2, 200, 96, 38312756,
2018-03-21 00:21:40, 0.0, 0, 245369240, 954466304, 261342016, 581500928, 4393, 1899580000000, 0.01, 0.16, 228569088, 16725889024, 0.09, 8724148224, 3576426496, 10, 2, 200, 96, 38372758,
2018-03-21 00:22:40, 0.0, 0, 455809544, 954466304, 261342016, 581500928, 4393, 1901140000000, 0.01, 0.16, 231931904, 16725889024, 0.26, 8724148224, 3576426496, 10, 2, 200, 96, 38432760,
2018-03-21 00:23:40, 0.0, 0, 309346240, 954466304, 261342016, 572391424, 4393, 1902560000000, 0.01, 0.16, 236011520, 16725889024, 0.26, 8724148224, 3576426496, 10, 2, 200, 96, 38492781,
