Date/Time, GC-hostname:port, CPU-hostname:port, Used JVM Mem-hostname:port, Total JVM Mem-hostname:port, Init JVM Mem-hostname:port, Committed JVM Mem-hostname:port, Loaded Class Count-hostname:port, JVM Process CPU Time-hostname:port, JVM Process Cpu Load-hostname:port, System CPU Load-hostname:port, Free Physical Memory Size-hostname:port, Total Physical Memory Size-hostname:port, System Load Average-hostname:port, Total Swap Space Size-hostname:port, Committed Virtual Memory Size-hostname:port, Current Thread Count-hostname:port, Current Threads Busy-hostname:port, Max Threads-hostname:port, Active Sessions-hostname:port, Uptime-hostname:port,
2018-03-17 00:00:48, 0.1, 1, 96977760, 954466304, 261342016, 144637952, 4364, 3337430000000, 0.01, 0.24, 210030592, 16725889024, 0.24, 8724148224, 3571441664, 10, 2, 200, 74, 97809716,
2018-03-17 00:01:48, 0.3, 1, 98896792, 954466304, 261342016, 157024256, 4364, 3340570000000, 0.01, 0.25, 211185664, 16725889024, 0.38, 8724148224, 3571441664, 10, 1, 200, 74, 97869716,
2018-03-17 00:02:48, 0.0, 0, 100324680, 954466304, 261342016, 153878528, 4364, 3342890000000, 0.01, 0.22, 195567616, 16725889024, 0.39, 8724148224, 3571441664, 10, 2, 200, 74, 97929716,
2018-03-17 00:03:48, 0.0, 1, 102648952, 954466304, 261342016, 151912448, 4364, 3345310000000, 0.01, 0.20, 187695104, 16725889024, 0.22, 8724148224, 3571441664, 10, 2, 200, 74, 97989720,
2018-03-17 00:04:48, 0.0, 1, 107667792, 954466304, 261342016, 149487616, 4364, 3347960000000, 0.01, 0.21, 193925120, 16725889024, 0.15, 8724148224, 3571441664, 10, 2, 200, 74, 98049731,
2018-03-17 00:05:48, 0.1, 1, 118087432, 954466304, 261342016, 147259392, 4364, 3350530000000, 0.01, 0.27, 237015040, 16725889024, 0.15, 8724148224, 3571441664, 10, 1, 200, 74, 98109718,
2018-03-17 00:06:48, 0.1, 1, 109654304, 954466304, 261342016, 151453696, 4364, 3353060000000, 0.01, 0.25, 203931648, 16725889024, 0.36, 8724148224, 3571441664, 10, 1, 200, 74, 98169716,
2018-03-17 00:07:48, 0.1, 1, 112693488, 954466304, 261342016, 147324928, 4364, 3356150000000, 0.01, 0.24, 217669632, 16725889024, 0.18, 8724148224, 3571441664, 10, 2, 200, 74, 98229716,
2018-03-17 00:08:48, 0.1, 1, 114940392, 954466304, 261342016, 145555456, 4364, 3358660000000, 0.01, 0.22, 216481792, 16725889024, 0.49, 8724148224, 3571441664, 10, 1, 200, 74, 98289726,
2018-03-17 00:09:48, 0.1, 1, 121414976, 954466304, 261342016, 155058176, 4364, 3361460000000, 0.01, 0.23, 230240256, 16725889024, 0.45, 8724148224, 3571441664, 10, 2, 200, 74, 98349716,
