Date/Time, GC-hostname:port, CPU-hostname:port, Used JVM Mem-hostname:port, Total JVM Mem-hostname:port, Init JVM Mem-hostname:port, Committed JVM Mem-hostname:port, Loaded Class Count-hostname:port, JVM Process CPU Time-hostname:port, JVM Process Cpu Load-hostname:port, System CPU Load-hostname:port, Free Physical Memory Size-hostname:port, Total Physical Memory Size-hostname:port, System Load Average-hostname:port, Total Swap Space Size-hostname:port, Committed Virtual Memory Size-hostname:port, Current Thread Count-hostname:port, Current Threads Busy-hostname:port, Max Threads-hostname:port, Active Sessions-hostname:port, Uptime-hostname:port,
2018-03-16 00:00:48, 0.0, 0, 115175208, 954466304, 261342016, 131203072, 4284, 254970000000, 0.00, 0.09, 365477888, 16725889024, 0.18, 8724148224, 3563020288, 10, 0, 200, 62, 11409720,
2018-03-16 00:01:48, 0.0, 0, 112562192, 954466304, 261342016, 130285568, 4284, 255650000000, 0.00, 0.06, 383086592, 16725889024, 0.14, 8724148224, 3563020288, 10, 0, 200, 62, 11469721,
2018-03-16 00:02:48, 0.0, 0, 113886024, 954466304, 261342016, 130154496, 4284, 256320000000, 0.00, 0.06, 376803328, 16725889024, 0.30, 8724148224, 3563020288, 10, 0, 200, 62, 11529723,
2018-03-16 00:03:48, 0.0, 0, 118753312, 954466304, 261342016, 128647168, 4284, 257000000000, 0.00, 0.06, 365789184, 16725889024, 0.11, 8724148224, 3563020288, 10, 0, 200, 62, 11589720,
2018-03-16 00:04:48, 0.0, 0, 116757496, 954466304, 261342016, 128122880, 4284, 257660000000, 0.00, 0.06, 377843712, 16725889024, 0.09, 8724148224, 3563020288, 10, 0, 200, 62, 11649720,
2018-03-16 00:05:48, 0.0, 0, 122883816, 954466304, 261342016, 128516096, 4284, 258360000000, 0.00, 0.06, 368963584, 16725889024, 0.11, 8724148224, 3563020288, 10, 0, 200, 62, 11709720,
2018-03-16 00:06:48, 0.0, 0, 117380256, 954466304, 261342016, 128188416, 4284, 259020000000, 0.00, 0.06, 363929600, 16725889024, 0.08, 8724148224, 3563020288, 10, 0, 200, 62, 11769719,
2018-03-16 00:07:48, 0.0, 0, 119356208, 954466304, 261342016, 128385024, 4284, 259720000000, 0.00, 0.07, 335360000, 16725889024, 0.29, 8724148224, 3563020288, 10, 0, 200, 62, 11829720,
2018-03-16 00:08:48, 0.1, 0, 53586944, 954466304, 261342016, 121896960, 4277, 260480000000, 0.00, 0.06, 350773248, 16725889024, 0.14, 8724148224, 3563020288, 10, 0, 200, 62, 11889719,
2018-03-16 00:09:48, 0.0, 0, 52008560, 954466304, 261342016, 120324096, 4277, 261490000000, 0.00, 0.10, 382840832, 16725889024, 0.21, 8724148224, 3563020288, 10, 1, 200, 62, 11949720,
2018-03-16 00:10:48, 0.0, 0, 47074328, 954466304, 261342016, 120717312, 4277, 262060000000, 0.00, 0.08, 364269568, 16725889024, 0.12, 8724148224, 3563020288, 10, 1, 200, 62, 12009720,
2018-03-16 00:11:48, 0.0, 0, 48620248, 954466304, 261342016, 118882304, 4277, 262740000000, 0.00, 0.06, 354115584, 16725889024, 0.25, 8724148224, 3563020288, 10, 1, 200, 62, 12069719,
2018-03-16 00:12:48, 0.0, 0, 49282128, 954466304, 261342016, 119734272, 4277, 263360000000, 0.00, 0.06, 396087296, 16725889024, 0.09, 8724148224, 3563020288, 10, 1, 200, 62, 12129720,
2018-03-16 00:13:48, 0.0, 0, 48524320, 954466304, 261342016, 118816768, 4277, 264050000000, 0.00, 0.06, 386531328, 16725889024, 0.11, 8724148224, 3563020288, 10, 1, 200, 62, 12189720,
2018-03-16 00:14:48, 0.0, 0, 46708648, 954466304, 261342016, 118161408, 4277, 264680000000, 0.00, 0.06, 376160256, 16725889024, 0.04, 8724148224, 3563020288, 10, 1, 200, 62, 12249719,
2018-03-16 00:15:48, 0.0, 0, 55505144, 954466304, 261342016, 119865344, 4277, 265360000000, 0.00, 0.06, 352198656, 16725889024, 0.05, 8724148224, 3563020288, 10, 1, 200, 62, 12309725,
2018-03-16 00:16:48, 0.0, 0, 48678008, 954466304, 261342016, 119341056, 4277, 266040000000, 0.00, 0.06, 351191040, 16725889024, 0.13, 8724148224, 3563020288, 10, 1, 200, 62, 12369722,
2018-03-16 00:17:48, 0.0, 0, 46800400, 954466304, 261342016, 119144448, 4277, 266700000000, 0.00, 0.06, 400908288, 16725889024, 0.12, 8724148224, 3563020288, 10, 1, 200, 62, 12429722,
2018-03-16 00:18:48, 0.0, 0, 47918104, 954466304, 261342016, 118489088, 4277, 267360000000, 0.00, 0.06, 382218240, 16725889024, 0.04, 8724148224, 3563020288, 10, 1, 200, 62, 12489727,
2018-03-16 00:19:48, 0.0, 0, 52418952, 954466304, 261342016, 118226944, 4277, 268010000000, 0.00, 0.06, 382554112, 16725889024, 0.14, 8724148224, 3563020288, 10, 1, 200, 62, 12549726,
2018-03-16 00:20:48, 0.0, 0, 61656000, 954466304, 261342016, 120848384, 4277, 268680000000, 0.00, 0.07, 368414720, 16725889024, 0.05, 8724148224, 3563020288, 10, 1, 200, 62, 12609726,
2018-03-16 00:21:48, 0.0, 0, 54195896, 954466304, 261342016, 121700352, 4277, 269360000000, 0.00, 0.09, 400379904, 16725889024, 0.05, 8724148224, 3563020288, 10, 1, 200, 62, 12669733,
2018-03-16 00:22:48, 0.0, 0, 56681464, 954466304, 261342016, 121438208, 4277, 270010000000, 0.00, 0.06, 385150976, 16725889024, 0.02, 8724148224, 3563020288, 10, 1, 200, 62, 12729721,
