Date/Time, GC-hostname:port, CPU-hostname:port, Used JVM Mem-hostname:port, Total JVM Mem-hostname:port, Init JVM Mem-hostname:port, Committed JVM Mem-hostname:port, Loaded Class Count-hostname:port, JVM Process CPU Time-hostname:port, JVM Process Cpu Load-hostname:port, System CPU Load-hostname:port, Free Physical Memory Size-hostname:port, Total Physical Memory Size-hostname:port, System Load Average-hostname:port, Total Swap Space Size-hostname:port, Committed Virtual Memory Size-hostname:port, Current Thread Count-hostname:port, Current Threads Busy-hostname:port, Max Threads-hostname:port, Active Sessions-hostname:port, Uptime-hostname:port,
2018-03-15 20:51:48, 0.4, 5, 70155016, 954466304, 261342016, 413401088, 3808, 16060000000, 0.00, 0.19, 2105368576, 16725889024, 0.49, 8724148224, 3563978752, 10, 0, 200, 59, 69940,
2018-03-15 20:52:48, 0.0, 0, 72538880, 954466304, 261342016, 413401088, 3816, 16140000000, 0.00, 0.02, 2089717760, 16725889024, 0.28, 8724148224, 3559288832, 10, 0, 200, 59, 129750,
2018-03-15 20:53:48, 0.0, 0, 82029984, 954466304, 261342016, 413401088, 3819, 16460000000, 0.00, 0.07, 1497747456, 16725889024, 0.20, 8724148224, 3559727104, 10, 0, 200, 59, 189742,
2018-03-15 20:54:48, 0.0, 0, 83219768, 954466304, 261342016, 413401088, 3826, 16540000000, 0.00, 0.01, 1513738240, 16725889024, 0.32, 8724148224, 3559727104, 10, 0, 200, 59, 249745,
2018-03-15 20:55:48, 0.0, 0, 85595496, 954466304, 261342016, 413401088, 3826, 16640000000, 0.00, 0.01, 1504493568, 16725889024, 0.11, 8724148224, 3559727104, 10, 0, 200, 59, 309742,
2018-03-15 20:56:48, 0.0, 0, 87972336, 954466304, 261342016, 413401088, 3826, 16730000000, 0.00, 0.01, 1497567232, 16725889024, 0.16, 8724148224, 3559727104, 10, 0, 200, 59, 369740,
2018-03-15 20:57:48, 0.0, 4, 186871280, 954466304, 261342016, 461635584, 4187, 27410000000, 0.04, 0.15, 1267834880, 16725889024, 0.20, 8724148224, 3564417024, 10, 0, 200, 60, 429738,
2018-03-15 20:58:48, 0.0, 0, 250589376, 954466304, 261342016, 461635584, 4188, 28240000000, 0.00, 0.06, 1209430016, 16725889024, 0.35, 8724148224, 3559727104, 10, 0, 200, 60, 489741,
2018-03-15 20:59:48, 0.1, 1, 110931960, 954466304, 261342016, 450887680, 4265, 32990000000, 0.02, 0.03, 1180868608, 16725889024, 0.29, 8724148224, 3564417024, 10, 5, 200, 59, 549744,
2018-03-15 21:00:48, 0.0, 1, 227552704, 954466304, 261342016, 447217664, 4271, 37070000000, 0.02, 0.12, 1148063744, 16725889024, 0.26, 8724148224, 3567710208, 10, 1, 200, 60, 609759,
2018-03-15 21:01:48, 0.0, 0, 292889360, 954466304, 261342016, 447217664, 4271, 37670000000, 0.00, 0.10, 1141075968, 16725889024, 0.10, 8724148224, 3563020288, 10, 0, 200, 60, 669741,
2018-03-15 21:02:48, 0.0, 0, 159563936, 954466304, 261342016, 365363200, 4271, 38350000000, 0.00, 0.07, 1120948224, 16725889024, 0.18, 8724148224, 3563020288, 10, 1, 200, 60, 729738,
2018-03-15 21:03:48, 0.0, 0, 235996000, 954466304, 261342016, 365363200, 4271, 39110000000, 0.00, 0.07, 1106403328, 16725889024, 0.12, 8724148224, 3563020288, 10, 0, 200, 60, 789743,
2018-03-15 21:04:48, 0.0, 0, 109599920, 954466304, 261342016, 421724160, 4271, 39780000000, 0.00, 0.06, 1140891648, 16725889024, 0.13, 8724148224, 3563020288, 10, 0, 200, 60, 849742,
2018-03-15 21:05:48, 0.0, 0, 171483760, 954466304, 261342016, 421724160, 4271, 40470000000, 0.00, 0.07, 1045504000, 16725889024, 0.13, 8724148224, 3563020288, 10, 0, 200, 60, 909736,
2018-03-15 21:06:48, 0.0, 0, 237390592, 954466304, 261342016, 421724160, 4276, 41170000000, 0.00, 0.06, 1028235264, 16725889024, 0.09, 8724148224, 3563020288, 10, 0, 200, 60, 969744,
2018-03-15 21:07:48, 0.0, 0, 268621832, 954466304, 261342016, 421724160, 4288, 41530000000, 0.00, 0.04, 1017516032, 16725889024, 0.10, 8724148224, 3563020288, 10, 0, 200, 60, 1029735,
