Date/Time, GC-hostname:port, CPU-hostname:port, Used JVM Mem-hostname:port, Total JVM Mem-hostname:port, Init JVM Mem-hostname:port, Committed JVM Mem-hostname:port, Loaded Class Count-hostname:port, JVM Process CPU Time-hostname:port, JVM Process Cpu Load-hostname:port, System CPU Load-hostname:port, Free Physical Memory Size-hostname:port, Total Physical Memory Size-hostname:port, System Load Average-hostname:port, Total Swap Space Size-hostname:port, Committed Virtual Memory Size-hostname:port, Current Queue Size-hostname:port, Max Queue Size-hostname:port, Uptime-hostname:port,
2018-03-20 00:00:17, 0.0, 0, 515220064, 534511616, 134217728, 534511616, 6067, 11328000000000, 0.00, 0.00, 186470400, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357020164,
2018-03-20 00:01:17, 0.0, 0, 516278448, 534511616, 134217728, 534511616, 6067, 11328130000000, 0.00, 0.00, 183627776, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357080168,
2018-03-20 00:02:17, 0.0, 0, 517268184, 534511616, 134217728, 534511616, 6067, 11328390000000, 0.00, 0.00, 183779328, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357140169,
2018-03-20 00:03:17, 0.0, 0, 518208864, 534511616, 134217728, 534511616, 6067, 11328660000000, 0.00, 0.00, 183898112, 16725889024, 0.08, 8724148224, 3089670144, 0, 1, 357200168,
2018-03-20 00:04:17, 1.6, 1, 497743240, 534511616, 134217728, 534511616, 6064, 11333240000000, 0.02, 0.03, 211296256, 16725889024, 0.12, 8724148224, 3089670144, 0, 1, 357260175,
2018-03-20 00:05:17, 0.0, 0, 498784176, 534511616, 134217728, 534511616, 6064, 11333430000000, 0.00, 0.00, 211787776, 16725889024, 0.04, 8724148224, 3089670144, 0, 1, 357320169,
2018-03-20 00:06:17, 0.0, 0, 499851056, 534511616, 134217728, 534511616, 6064, 11333650000000, 0.00, 0.00, 211570688, 16725889024, 0.01, 8724148224, 3089670144, 0, 1, 357380166,
2018-03-20 00:07:17, 0.0, 0, 500882936, 534511616, 134217728, 534511616, 6064, 11333840000000, 0.00, 0.00, 211312640, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357440166,
2018-03-20 00:08:17, 0.0, 0, 501741776, 534511616, 134217728, 534511616, 6064, 11334020000000, 0.00, 0.00, 210817024, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357500185,
2018-03-20 00:09:17, 0.0, 0, 502694520, 534511616, 134217728, 534511616, 6064, 11334220000000, 0.00, 0.00, 210866176, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357560165,
2018-03-20 00:10:17, 0.0, 0, 503776824, 534511616, 134217728, 534511616, 6064, 11334400000000, 0.00, 0.00, 210538496, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357620165,
2018-03-20 00:11:17, 0.0, 0, 504847608, 534511616, 134217728, 534511616, 6064, 11334600000000, 0.00, 0.00, 210513920, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357680165,
2018-03-20 00:12:17, 0.0, 0, 505836720, 534511616, 134217728, 534511616, 6064, 11334770000000, 0.00, 0.00, 210554880, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357740164,
2018-03-20 00:13:17, 0.0, 0, 506745840, 534511616, 134217728, 534511616, 6064, 11334970000000, 0.00, 0.00, 211992576, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357800168,
2018-03-20 00:14:17, 0.0, 0, 507805328, 534511616, 134217728, 534511616, 6064, 11335150000000, 0.00, 0.00, 210448384, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357860166,
2018-03-20 00:15:17, 0.0, 0, 508900320, 534511616, 134217728, 534511616, 6064, 11335310000000, 0.00, 0.00, 210673664, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357920166,
2018-03-20 00:16:17, 0.0, 0, 509895296, 534511616, 134217728, 534511616, 6064, 11335520000000, 0.00, 0.00, 210067456, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 357980166,
2018-03-20 00:17:17, 0.0, 0, 510935952, 534511616, 134217728, 534511616, 6064, 11335680000000, 0.00, 0.00, 210419712, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358040165,
2018-03-20 00:18:17, 0.0, 0, 511849416, 534511616, 134217728, 534511616, 6064, 11335870000000, 0.00, 0.00, 210292736, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358100168,
2018-03-20 00:19:17, 0.0, 0, 512780216, 534511616, 134217728, 534511616, 6064, 11336100000000, 0.00, 0.00, 210165760, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358160169,
2018-03-20 00:20:17, 0.0, 0, 513851384, 534511616, 134217728, 534511616, 6064, 11336280000000, 0.00, 0.00, 210419712, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358220166,
2018-03-20 00:21:17, 0.0, 0, 514899896, 534511616, 134217728, 534511616, 6064, 11336440000000, 0.00, 0.00, 210116608, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358280167,
2018-03-20 00:22:17, 0.0, 0, 515939424, 534511616, 134217728, 534511616, 6064, 11336610000000, 0.00, 0.00, 210292736, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358340167,
2018-03-20 00:23:17, 0.0, 0, 516869800, 534511616, 134217728, 534511616, 6064, 11336800000000, 0.00, 0.00, 209911808, 16725889024, 0.04, 8724148224, 3089670144, 0, 1, 358400167,
2018-03-20 00:24:17, 0.0, 0, 517874976, 534511616, 134217728, 534511616, 6064, 11337020000000, 0.00, 0.00, 210419712, 16725889024, 0.01, 8724148224, 3089670144, 0, 1, 358460164,
2018-03-20 00:25:17, 0.0, 0, 518983576, 534511616, 134217728, 534511616, 6064, 11337250000000, 0.00, 0.00, 210038784, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358520166,
2018-03-20 00:26:17, 0.0, 0, 520023944, 534511616, 134217728, 534511616, 6064, 11337490000000, 0.00, 0.00, 209760256, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358580167,
2018-03-20 00:27:17, 0.0, 0, 521067360, 534511616, 134217728, 534511616, 6064, 11337680000000, 0.00, 0.00, 209760256, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358640167,
2018-03-20 00:28:17, 0.0, 0, 521928872, 534511616, 134217728, 534511616, 6064, 11337890000000, 0.00, 0.00, 210030592, 16725889024, 0.00, 8724148224, 3089670144, 0, 1, 358700170,
