Date/Time, GC-hostname:port, CPU-hostname:port, Used JVM Mem-hostname:port, Total JVM Mem-hostname:port, Init JVM Mem-hostname:port, Committed JVM Mem-hostname:port, Loaded Class Count-hostname:port, JVM Process CPU Time-hostname:port, JVM Process Cpu Load-hostname:port, System CPU Load-hostname:port, Free Physical Memory Size-hostname:port, Total Physical Memory Size-hostname:port, System Load Average-hostname:port, Total Swap Space Size-hostname:port, Committed Virtual Memory Size-hostname:port, Current Queue Size-hostname:port, Max Queue Size-hostname:port, Uptime-hostname:port,
2018-03-17 00:00:17, 0.0, 0, 368176096, 502661120, 134217728, 502661120, 6063, 3807520000000, 0.00, 0.00, 684232704, 16725889024, 0.03, 8724148224, 3078979584, 0, 1, 97820166,
2018-03-17 00:01:17, 0.0, 0, 369390160, 502661120, 134217728, 502661120, 6063, 3807650000000, 0.00, 0.00, 681705472, 16725889024, 0.01, 8724148224, 3078979584, 0, 1, 97880165,
2018-03-17 00:02:17, 0.0, 0, 428850992, 502661120, 134217728, 502661120, 6064, 3808210000000, 0.00, 0.00, 675581952, 16725889024, 0.07, 8724148224, 3078979584, 0, 1, 97940171,
2018-03-17 00:03:17, 1.7, 1, 261658216, 499908608, 134217728, 499908608, 6032, 3812330000000, 0.02, 0.02, 674205696, 16725889024, 0.02, 8724148224, 3078979584, 0, 1, 98000183,
2018-03-17 00:04:17, 0.0, 0, 263010832, 499908608, 134217728, 499908608, 6039, 3812490000000, 0.00, 0.00, 674439168, 16725889024, 0.01, 8724148224, 3078979584, 0, 1, 98060170,
2018-03-17 00:05:17, 0.0, 0, 269663760, 499908608, 134217728, 499908608, 6039, 3812760000000, 0.00, 0.00, 672952320, 16725889024, 0.00, 8724148224, 3078979584, 0, 1, 98120165,
2018-03-17 00:06:17, 0.0, 0, 263406696, 501284864, 134217728, 501284864, 6054, 3814630000000, 0.01, 0.05, 643706880, 16725889024, 0.23, 8724148224, 3078979584, 0, 1, 98180168,
2018-03-17 00:07:17, 0.0, 0, 264382760, 501284864, 134217728, 501284864, 6054, 3814790000000, 0.00, 0.00, 643805184, 16725889024, 0.08, 8724148224, 3078979584, 0, 1, 98240167,
2018-03-17 00:08:17, 0.0, 0, 265394144, 501284864, 134217728, 501284864, 6054, 3814940000000, 0.00, 0.00, 643416064, 16725889024, 0.03, 8724148224, 3078979584, 0, 1, 98300183,
2018-03-17 00:09:17, 0.0, 0, 266454608, 501284864, 134217728, 501284864, 6054, 3815130000000, 0.00, 0.00, 643297280, 16725889024, 0.01, 8724148224, 3078979584, 0, 1, 98360208,
2018-03-17 00:10:17, 0.0, 0, 384735848, 501284864, 134217728, 501284864, 6057, 3816460000000, 0.01, 0.01, 548794368, 16725889024, 0.20, 8724148224, 3078979584, 0, 1, 98420167,
2018-03-17 00:11:17, 0.0, 0, 364746024, 498139136, 134217728, 498139136, 6060, 3818090000000, 0.01, 0.14, 484507648, 16725889024, 0.45, 8724148224, 3078979584, 0, 1, 98480166,
2018-03-17 00:12:17, 0.0, 0, 365693216, 498139136, 134217728, 498139136, 6060, 3818280000000, 0.00, 0.00, 484904960, 16725889024, 0.32, 8724148224, 3078979584, 0, 1, 98540166,
2018-03-17 00:13:17, 0.0, 0, 366663600, 498139136, 134217728, 498139136, 6060, 3818460000000, 0.00, 0.00, 485539840, 16725889024, 0.20, 8724148224, 3078979584, 0, 1, 98600165,
2018-03-17 00:14:17, 0.0, 0, 367742840, 498139136, 134217728, 498139136, 6060, 3818640000000, 0.00, 0.00, 485158912, 16725889024, 0.08, 8724148224, 3078979584, 0, 1, 98660166,
2018-03-17 00:15:17, 0.0, 0, 368747104, 498139136, 134217728, 498139136, 6060, 3818850000000, 0.00, 0.00, 484651008, 16725889024, 0.06, 8724148224, 3078979584, 0, 1, 98720166,
